iana_id,name,link,email,form,api,notes,found,as_of
1381,AFRIREGISTER S.A.,http://www.afriregister.com,,,,Unable to locate,FALSE,2025-07-22
1383,"Soluciones Corporativas IP, SL",https://www.dondominio.com,abuse@scip.es,,,,TRUE,2025-07-22
1387,1API GmbH,http://1api.net,abuse@1api.net,,,,TRUE,2025-07-22
1388,Dattatec Corp,http://www.donweb.com,,https://donweb.com/es-us/reportar-abuso,,,TRUE,2025-07-22
1390,Mesh Digital Limited,http://www.meshdigital.com,,,,Unable to locate,FALSE,2025-07-22
1391,"Azdomainz, LLC",http://www.azdomainz.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1392,"Azprivatez, LLC",http://www.azprivatez.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1403,"10dencehispahard, S.L.",http://www.cdmon.com,abuse@cdmon.com,,,,TRUE,2025-07-22
1407,SW Hosting & Communications Technologies SL dba Serveisweb,http://www.serveisweb.com,abuse@swhosting.com,,,,TRUE,2025-07-22
1408,united-domains GmbH,http://www.united-domains.de,abuse@united-domains.de,,,,TRUE,2025-07-22
1409,"Verelink, Inc.",http://verelink.com,,,,Unable to locate,FALSE,2025-07-23
1411,DomainName Highway LLC,https://www.xz.com,easongong@kqw.com,,,,TRUE,2025-07-22
1417,"Guangzhou Ming Yang Information Technology Co., Ltd",http://www.hupo.com,supervise@cnnic.cn,,,,TRUE,2025-07-22
1418,Danesco Trading Ltd.,http://danesconames.com,abuse@danesconames.com,https://danesconames.com/help/abuse,,,TRUE,2025-07-22
1420,INWX GmbH,http://www.inwx.com,abuse@inwx.com,,,,TRUE,2025-07-22
1424,"Wingu Networks, S.A. de C.V.",http://www.suempresa.com,privacy@worldhost.group,,,,TRUE,2025-07-22
1426,Registrar R01 LLC,http://r01.ru,,,,Unable to locate,FALSE,2025-07-23
1432,Alpine Domains Inc.,http://www.alpinedomains.com,,https://www.alpinedomains.com/support/contact-us.php,,,TRUE,2025-07-23
1434,GMO Brand Security Inc.,https://brandsecurity.gmo,,https://www2.brandsecurity.gmo/l/959492/2024-04-15/6kqz2,,,TRUE,2025-07-22
1435,Itconnect Scandinavia AB,http://itconnect.se,,,,Unable to locate,FALSE,2025-07-23
1436,Center of Ukrainian Internet Names (UKRNAMES),http://www.ukrnames.com,abuse@ukrnames.com,,,,TRUE,2025-07-22
1441,"TurnCommerce, Inc. DBA NameBright.com",http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1443,Vautron Rechenzentrum AG,http://www.vautron.de,abuse@vautron.de,https://www.vautron.de/abusecontact,,,TRUE,2025-07-22
1444,Unidata S.p.A.,http://www.twt.it,,,,Unable to locate,FALSE,2025-07-22
1448,Blacknight Internet Solutions Ltd.,http://www.blacknight.com,buse@blacknight.com,,,,TRUE,2025-07-22
1449,"URL Solutions, Inc.",http://pananames.com,abuse@pananames.com,https://pananames.com/index/abuse,,,TRUE,2025-07-22
1452,Site Matrix LLC,http://profilebuilder.com,abuse@profilebuilder.com,,,,TRUE,2025-07-23
1454,Nics Telekomunikasyon A.S.,https://www.nicproxy.com/,,,,Unable to locate,FALSE,2025-07-22
1456,NetArt Registrar Sp. z o.o.,http://www.netart-registrar.com,abuse@netart-registrar.com,,,,TRUE,2025-07-22
1460,Server Plan Srl,http://www.serverplan.com,,https://www.serverplan.com/abuse-contact/,,,TRUE,2025-07-22
1462,One.com A/S,http://www.one.com,abuse@one.com,,,,TRUE,2025-07-23
1463,"Global Domains International, Inc. DBA DomainCostClub.com",http://www.domaincostclub.com,,https://www.domaincostclub.com/abuse.dhtml,,,TRUE,2025-07-23
1464,NameWeb BVBA,http://www.nameweb.biz,law-enforcement-only@NameWeb.biz,,,This is the only address on their site.,TRUE,2025-07-22
1465,"Hangzhou AiMing Network Co., Ltd.",http://www.22.cn,supervise@cnnic.cn,,,,TRUE,2025-07-23
1466,Lexsynergy Limited,http://www.lexsynergy.com,abuse@lexsynergy.com,,,,TRUE,2025-07-22
1467,Combell NV,http://www.combell.com,,https://www.combell.com/en/abuse,,,TRUE,2025-07-22
1469,Jiangsu Bangning Science & technology Co. Ltd.,http://www.55hl.com,abuse@55hl.com,,,,TRUE,2025-07-23
1470,"Shanghai Yovole Networks, Inc.",http://www.yovole.com,abuse@yovole.com,,,,TRUE,2025-07-22
1472,LiquidNet Ltd.,http://www.liquidnetlimited.com,abuse@liquidnetlimited.com,,,,TRUE,2025-07-22
1475,April Sea Corporation Company Limited,http://maprilis.net,abuseinquiry@maprilis.net.,,,,TRUE,2025-07-22
1476,World4You Internet Services GmbH,http://www.world4you.com,,,,Unable to locate,FALSE,2025-07-23
1478,CV. Jogjacamp,http://idwebhost.com,abuse@idwebhost.com,,,,TRUE,2025-07-22
1479,"NameSilo, LLC",http://www.namesilo.com,abuse@namesilo.com,https://www.namesilo.com/report_abuse.php,,Site notes preference on form over email.,TRUE,2025-07-22
1480,The Registrar Company B.V.,http://www.theregistrarcompany.com,abuse@theregistrarcompany.com,,,,TRUE,2025-07-23
1481,Hu Yi Global Information Hong Kong Limited,http://www.8hy.hk,,,,Unable to locate,FALSE,2025-07-22
1483,Neubox Internet S.A. de C.V.,http://neubox.com,,,,Unable to locate,FALSE,2025-07-22
1485,"Japan Registry Services Co., Ltd.",http://jprs.jp/registrar,gtld-abuse@jprs.jp,,,,TRUE,2025-07-23
1489,"Megazone Corp., dba HOSTING.KR",http://www.hosting.kr,,https://docs.google.com/forms/d/18t6aXA75CzStqkssOo3x020Y4tV9GmS4bH1XVeOFtP0/viewform?edit_requested=true,,,TRUE,2025-07-22
1491,"ConnectWave co.,Ltd",http://www.ssandomain.com,,,,Unable to locate,FALSE,2025-07-22
1492,NEEN S.p.A.,http://www.neen.it,,,,Unable to locate,FALSE,2025-07-22
1494,"Beijing Guoxu Network Technology Co., Ltd.",https://web.xdns.cn/,,,,Unable to locate,FALSE,2025-07-22
1495,BigRock Solutions Ltd,http://www.bigrock.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
1499,Ghana Dot Com Ltd.,http://www.ghana.com,,,,Unable to locate,FALSE,2025-07-22
1500,Tirupati Domains and Hosting Pvt Ltd.,http://www.tirupatidomains.in,abuse@tirupatidomains.in,https://www.tirupatidomains.in/support/contact-us.php,,,TRUE,2025-07-22
1501,DotRoll Kft.,http://www.dotroll.com,,,,Unable to locate,FALSE,2025-07-23
1502,Gabia C&S,http://www.gabia.com,,,,Unable to locate,FALSE,2025-07-22
1503,PT Ardh Global Indonesia,http://www.resellerid.com,abuse@resellerid.com,https://www.resellerid.com/form-abuse-complaints.php,,,TRUE,2025-07-22
1505,"Gransy, s.r.o.",https://regtons.com,abuse@regtons.com,,,,TRUE,2025-07-22
1506,Gesloten Domain N.V.,http://www.gesloten.cw,abuse@gesloten.global,,,,TRUE,2025-07-22
1509,"Cosmotown, Inc.",http://www.cosmotown.com,,https://portal.cosmotown.com/report,,,TRUE,2025-07-22
1515,123-Reg Limited,http://www.123-reg.co.uk,,https://supportcenter.123-reg.co.uk/abusereport,,,TRUE,2025-07-23
1518,"Shanghai Best Oray Information S&T Co., Ltd.",http://www.oray.com,,,,Unable to locate,FALSE,2025-07-22
1519,NETIM SAS,https://www.netim.com/en,abuse@netim.com,https://www.netim.com/en/report-abuse,,,TRUE,2025-07-22
1525,"Guangdong JinWanBang Technology Investment Co., Ltd.",http://www.gzidc.com,,https://www.gzidc.com/FrontReport/index.html,,,TRUE,2025-07-23
1526,Hogan Lovells International LLP,http://www.anchovy.com,raabuse@hoganlovells.com,,,,TRUE,2025-07-22
1527,DOMAIN NAME NETWORK PTY LTD,http://www.ename.com,"safe@ename.com
abuse@ename.com",,,,TRUE,2025-07-23
1529,DomainLocal LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1531,Automattic Inc.,http://www.wordpress.com,domainabuse@automattic.com,,,,TRUE,2025-07-23
1533,Good Domain Registry Pvt Ltd.,http://www.gooddomainregistry.com,abuse@gooddomainregistry.com,,,,TRUE,2025-07-22
1534,Çizgi Telekomunikasyon A.Ş.,https://www.turhost.com/domain/,,https://www.turhost.com/iletisim/domain-abuse-formu/,,,TRUE,2025-07-23
1535,TheNameCo LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1536,BoteroSolutions.com S.A.,http://boterosolutions.com,abuse@boterosolutions.com,,,,TRUE,2025-07-22
1537,NameJolt.com LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1538,NameTell.com LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1539,Nameling.com LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1540,Domainwards.com LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1541,DomainPrime.com LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1542,ITEASY Inc.,https://iteasy.co.kr,,,,Unable to locate,FALSE,2025-07-22
1547,"Name117, Inc.",http://www.name.com,,https://www.name.com/abuse,,,TRUE,2025-07-22
1553,"Small World Communications, Inc.",http://www.smallworldregistrar.com,,,,Unable to locate,FALSE,2025-07-23
1555,"22net, Inc.",http://www.22.cn,,,,Unable to locate,FALSE,2025-07-22
1556,"Chengdu West Dimension Digital Technology Co., Ltd.",http://www.west.cn,abuse@west.cn,,,,TRUE,2025-07-23
1557,"Netowl, Inc.",http://www.star-domain.jp,,https://www.netowl.jp/domain_abuse_contact/general/,,,TRUE,2025-07-22
1559,Dynadot2 LLC,http://www.dynadot2.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1560,Genious Communications SARL/AU,http://www.genious.net,abuse@genious.net,,,,TRUE,2025-07-22
1563,"Foshan YiDong Network Co., LTD",http://www.72e.net,,,,Unable to locate,FALSE,2025-07-22
1564,TLD Registrar Solutions Ltd.,http://www.tldregistrarsolutions.com,abuse@tldregistrarsolutions.com,,,,TRUE,2025-07-22
1566,NameSector LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1567,NameSay LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1568,DomainFalcon LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1569,DomainHood LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1570,DomainExtreme LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1571,WorthyDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1572,GlamDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1573,NameStrategies LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1574,DotNamed LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1575,ZoomRegistrar LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1576,DomainDelights LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1577,NameForward LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1578,TradeNamed LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1579,ProNamed LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1580,NameBrew LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1582,"Tecnologia, Desarrollo Y Mercado S. de R.L. de C.V.",http://www.2imagen.net,abuse@2imagen.net,,,,TRUE,2025-07-22
1583,Freeparking Limited,http://www.webdrive.co.nz,abuse@crazydomains.com.,,,,TRUE,2025-07-23
1586,MAT BAO CORPORATION,http://www.matbao.net,,,,,TRUE,2025-07-22
1587,NextName B.V.,http://www.mijninternetoplossing.nl,,,,,TRUE,2025-07-22
1588,"Beijing Guokeyun Computing Technology Co., Ltd",http://www.sfn.cn,tousu@guokeyun.com,,,,TRUE,2025-07-23
1591,"Promo People, Inc.",http://promopeople.com,abuse@promopeople.com,,,,TRUE,2025-07-22
1593,Powered by Domain.com LLC,http://vip.domain.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1594,"Anessia, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1595,"DanCue, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1596,"BraveNames, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1597,"GreenZoneDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1599,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),http://wanwang.aliyun.com,DomainAbuse@service.aliyun.com,,,,TRUE,2025-07-22
1600,"Tecnocrática Centro de Datos, S.L.",https://www.registrador.es,,,,Unable to locate,FALSE,2025-07-22
1601,Atak Domain Bilgi Teknolojileri A.Ş.,http://www.atakdomain.com,domain@apiname.com,,,,TRUE,2025-07-23
1605,"Chengdu Fly-Digital Technology Co., Ltd.",http://www.sudu.cn,abuse@sudu.cn,,,,TRUE,2025-07-23
1606,Registrar of Domain Names REG.RU LLC,http://reg.ru,abuse@reg.ru,,,,TRUE,2025-07-22
1607,CCI REG S.A.,http://www.ccireg.com,abuse@ccireg.com,,,,TRUE,2025-07-22
1608,Good Name Network Technology Ltd.,http://www.22.cn,supervise@cnnic.cn,,,,TRUE,2025-07-23
1609,Synergy Wholesale Accreditations Pty Ltd,https://synergywholesale.com,,,,Unable to locate,FALSE,2025-07-23
1610,NamesHere LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1611,DomainGetter LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1612,DomainCritics LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1613,AccentDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1614,DomainAhead LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1615,VisualNames LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1616,NameTurn LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1617,PresidentialDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1618,DomainTact LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1619,"Guangdong Nicenic Technology Co., Ltd. dba NiceNIC",http://www.iisp.com,,https://www.iisp.com/customer/reportabuse.php,,,TRUE,2025-07-23
1621,"Shanghai Meicheng Technology Information Development Co., Ltd.",http://www.cndns.com,,https://www.cndns.com/cn/domain/complaint/index.aspx,,,TRUE,2025-07-22
1625,LEMARIT GmbH,http://www.lemarit.com,,https://www.lemarit.com/en/contact/,,abuse@lemarit.com is for law enforcement use.,TRUE,2025-07-22
1630,Ligne Web Services SAS dba LWS,http://www.lws.fr,,https://www.lws.fr/abuse.php,,,TRUE,2025-07-23
1632,"Chengdu Century Oriental Network Communication Co., Ltd.",http://www.51web.com,complaint@51web.com,,,,TRUE,2025-07-22
1633,"NamePal.com #8027, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1636,"HOSTINGER operations, UAB",http://www.hostinger.com,abuse@hostinger.com,https://www.hostinger.com/report-abuse,,,TRUE,2025-07-22
1637,Dynadot0 LLC,http://www.dynadot0.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1638,Dynadot1 LLC,http://www.dynadot1.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1639,EBRAND Holdings S.A.,http://ebrandservices.com,,,,Unable to locate,FALSE,2025-07-22
1640,"Beijing Wangzun Technology Co., Ltd.",http://www.namemax.cn,,,,Unable to locate,FALSE,2025-07-22
1641,Brennercom Limited,http://www.webhosting24.us,,,,Unable to locate,FALSE,2025-07-23
1642,"EmpireStateDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1643,"NorthNames, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1644,"SouthNames, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1645,Diamatrix C.C.,http://www.domains.co.za,,https://www.domains.co.za/submitTicket/abuse,,,TRUE,2025-07-23
1647,Hosting Concepts B.V. d/b/a Registrar.eu,https://www.openprovider.com,,https://www.openprovider.com/company/contact-us/report-abuse,,,TRUE,2025-07-23
1649,P.A. Viet Nam Company Limited,https://www.pavietnam.vn,abuse@pavietnam.vn,https://www.pavietnam.vn/vn/bao-cao-lam-dung.html,,,TRUE,2025-07-22
1651,Dynadot3 LLC,http://www.dynadot3.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1652,Dynadot4 LLC,http://www.dynadot4.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1653,Dynadot5 LLC,http://www.dynadot5.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1654,Ourdomains Limited,http://www.ourdomains.com,"abuse@ourdomains.com
service@ourdomains.com ",,,,TRUE,2025-07-22
1655,"Xiamen Nawang Technology Co., Ltd",http://www.nawang.cn,,,,Unable to locate,FALSE,2025-07-23
1656,Kagoya Japan Inc.,http://www.kagoya.jp,,,,Unable to locate,FALSE,2025-07-23
1659,GoDaddy Online Services Cayman Islands Ltd.,https://www.uniregistrar.com,,,,Unable to locate,FALSE,2025-07-22
1660,"Domainshype.com, LLC",http://www.domainshype.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
1661,"Domdrill.com, LLC",http://www.domdrill.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
1663,"Hotdomaintrade.com, LLC",http://www.hotdomaintrade.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
1664,"Namware.com, LLC",http://www.namware.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
1665,"Vertex Names.com, LLC",http://vertexnames.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
1668,"EastEndDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1669,"InlandDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1670,"AtlanticDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1671,"MidWestDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1672,"PacificDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1673,BDL Systemes SAS dba SYSTONIC,https://www.systonic.fr/,"registrar-abuse@systonic.fr
registrar-complaint@systonic.fr",,,,TRUE,2025-07-22
1675,CV. Rumahweb Indonesia,http://www.rumahweb.com,,,,Un,TRUE,2025-07-23
1677,AcquiredNames LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1678,BlastDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1679,BlockHost LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1680,ComfyDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1681,DomainCraze LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1682,DomainCreek LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1683,DomainLadder LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1684,DomainPicking LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1685,EchoDomain LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1686,InsaneNames LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1687,LiteDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1688,NameBake LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1689,NameChild LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1690,NoticedDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1691,ReclaimDomains LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1692,RegistrarDirect LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1693,TotallyDomain LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1694,WhatIsYourDomain LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1695,AvidDomain LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1696,Hostpoint AG,http://www.hostpoint.ch,,,,Unable to locate,FALSE,2025-07-22
1697,"DNSPod, Inc.",https://www.dnspod.cn,dnsabuse_complaint@tencent.com,https://cloud.tencent.com/act/event/report-platform,,,TRUE,2025-07-23
1700,Ingenit GmbH & Co. KG,http://www.123domain.eu,"support@123domain.eu
abuse@123domain.eu",,,,TRUE,2025-07-22
1701,DOMAINOO SAS,http://www.domainoo.com,abuse@domainoo.com,,,,TRUE,2025-07-22
1705,"Akky Online Solutions, S.A. de C.V.",http://www.akky.mx,abuso@akky.mx,,,,TRUE,2025-07-22
1708,Nominet Registrar Services Limited,http://www.nominetregistrar.co.uk,abuse@nominetregistrar.co.uk,,,,TRUE,2025-07-22
1710,Nhan Hoa Software Company Ltd.,http://nhanhoa.com,support@nhanhoa.com,,,,TRUE,2025-07-22
1712,Number One Web Hosting Limited,http://www.no1host.com,,https://www.no1host.com/support/contact-us.php,,,TRUE,2025-07-23
1715,"DevilDogDomains.com, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1716,EU Technology (HK) Limited,http://www.yuminghome.com,info@easeu.net,,,,TRUE,2025-07-22
1718,Dynadot6 LLC,http://www.dynadot6.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1719,Dynadot7 LLC,http://www.dynadot7.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1720,Dynadot8 LLC,http://www.dynadot8.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
1721,"JPRS Registrar Co., Ltd.",http://jprs-registrar.co.jp/,,,,Unable to locate,FALSE,2025-07-23
1722,Tianjin Zhuiri Science and Technology Development Co Ltd,http://www.cnkuai.com,,,,Unable to locate,FALSE,2025-07-23
1723,Internet Domain Name System Beijing Engineering Research Center LLC (ZDNS),http://agent.zdns.cn,,,,Unable to locate,FALSE,2025-07-23
1724,"Stork R, informacijske storitve, d.o.o.",https://www.storkr.si,,,,Unable to locate,FALSE,2025-07-22
1725,Global Village GmbH,http://www.global-village.de,abuse@global-village.de,,,,TRUE,2025-07-22
1726,Taka Enterprise Ltd,http://www.takaenterprise.com,,,,Unable to locate,FALSE,2025-07-23
1727,Enartia Single Member S.A.,https://www.papaki.com,,,,Unable to locate,FALSE,2025-07-22
1728,IP Twins SAS,http://www.iptwins.com,abuse@iptwins.com,,,,TRUE,2025-07-23
1729,Beijing ZhongWan Network Technology Co Ltd,http://www.zw.cn,hj@zw.cn,,,,TRUE,2025-07-22
1730,DNSimple Registrar LLC,https://dnsimpleregistrar.com,abuse@dnsimpleregistrar.com,,,,TRUE,2025-07-22
1731,TLD Registrar Pty Ltd,http://www.peoplebrowsr.com,,,,Unable to locate,FALSE,2025-07-22
1733,"Beijing Zihai Technology Co., Ltd",http://www.thinkpro.cn,support@zihai24.com,,,,TRUE,2025-07-22
1734,"Shenzhen HuLianXianFeng Technology Co.,LTD",https://www.1198.cn/domain/index.html,,,,Unable to locate,FALSE,2025-07-22
1737,JarheadDomains.com LLC,http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1738,E & Enterprise Cloud - Sole Proprietorship L.L.C,http://www.nic.ae,,,,Unable to locate,FALSE,2025-07-22
1739,"Hangzhou Dianshang Internet Technology Co., LTD",http://www.eb.com.cn,,,,Unable to locate,FALSE,2025-07-22
1741,Shinjiru Technology Sdn Bhd,http://www.ilovewww.com,abuse@ilovewww.com,,,,TRUE,2025-07-22
1744,Domain Vault Limited,http://www.domainvault.kiwi,abuse@hello.kiwi,,,,TRUE,2025-07-22
1745,LogicBoxes Naming Services Ltd.,http://logicboxesnamingservices.com,,,,Unable to locate,FALSE,2025-07-22
1749,Upperlink Limited,http://domains.upperlink.ng,abuse@upperlink.ng,https://domains.upperlink.ng/abuse-handling-policy/,,,TRUE,2025-07-22
1750,Authentic Web Inc.,http://www.authenticweb.com,abuse@authenticweb.com,,,,TRUE,2025-07-22
1751,"SQUIDSAILERDOMAINS.COM, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
1752,SALENAMES LTD,http://salenames.ru,,,,Unable to locate,FALSE,2025-07-22
1755,Netistrar Limited,http://www.netistrar.com,,,,Unable to locate,FALSE,2025-07-22
1756,DropCatch.com 345 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1757,DropCatch.com 346 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1758,DropCatch.com 347 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1759,DropCatch.com 348 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1760,DropCatch.com 349 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1761,DropCatch.com 350 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1762,DropCatch.com 351 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1763,DropCatch.com 352 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1764,DropCatch.com 353 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1765,DropCatch.com 354 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1766,DropCatch.com 355 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1767,DropCatch.com 356 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1768,DropCatch.com 357 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1769,DropCatch.com 358 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1770,DropCatch.com 359 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1771,DropCatch.com 360 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1772,DropCatch.com 361 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1773,DropCatch.com 362 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1774,DropCatch.com 363 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1775,DropCatch.com 364 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1776,DropCatch.com 365 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1777,DropCatch.com 366 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1778,DropCatch.com 367 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1779,DropCatch.com 368 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1780,DropCatch.com 369 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
1781,DropCatch.com 370 LLC,http://www.namebright.com,abuse@namebright.com,,,,TRUE,2025-07-22
