tld,link,name,email,form,api,notes,found,as_of
.farm,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.finance,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.financial,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.fish,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.fitness,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.flights,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.florist,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.football,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.fund,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.furniture,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.fyi,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.gallery,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.gifts,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.glass,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.gmbh,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.gold,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.golf,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.graphics,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.gratis,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.gripe,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.group,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.guide,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.guru,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.healthcare,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.hockey,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.holdings,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.holiday,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.hospital,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.house,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.immo,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.industries,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.institute,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.insure,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.international,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.investments,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.irish,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.jetzt,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.jewelry,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.kitchen,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.land,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.lease,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.legal,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.life,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.lighting,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.limited,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.limo,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.loans,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.ltd,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.maison,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.management,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.marketing,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.mba,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.media,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.money,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.movie,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.network,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.partners,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.parts,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.photography,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.photos,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.pictures,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.pizza,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.place,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.plumbing,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.plus,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.productions,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.properties,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.recipes,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.reise,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.reisen,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.rentals,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.repair,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.report,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.restaurant,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.run,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.salon,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.sarl,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.school,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.schule,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.services,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.shoes,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.shopping,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.show,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.singles,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.soccer,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.solar,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.solutions,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.style,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.supplies,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.supply,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.support,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.surgery,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.systems,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tax,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.taxi,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.team,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.technology,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tennis,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.theater,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tienda,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tips,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tires,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.today,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tools,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.tours,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.town,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.toys,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.training,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.university,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.vacations,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.ventures,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.viajes,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.villas,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.vin,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.vision,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.voyage,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.watch,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.wine,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.works,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.world,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.wtf,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
xn--czrs0t,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
xn--fjq720a,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
xn--unup4y,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
xn--vhquv,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.zone,identity.digital,"Binky Moon, LLC",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.bloomberg,http://www.nic.bloomberg,Bloomberg IP Holdings LLC,,,,Unable to locate,FALSE,2025-07-17
.party,www.grs.domains,Blue Sky Registry Limited,abuse@nic.party,,,,TRUE,2025-07-17
.bnpparibas,http://www.bnpparibas.com/,BNP Paribas,csirt@bnpparibas.com,,,,TRUE,2025-07-17
.boehringer,http://nic.boehringer,Boehringer Ingelheim,,,,Unable to locate,FALSE,2025-07-17
.booking,http://www.booking.com,Booking.com B.V.,dotbooking-notices@markmonitor.com,,,,TRUE,2025-07-17
.hotels,http://www.booking.com,Booking.com B.V.,dotbooking-notices@markmonitor.com,,,,TRUE,2025-07-17
.bostik,http://www.bostik.com,Bostik SA,,,,Unable to locate,FALSE,2025-07-17
.okinawa,nic.okinawa,"BRegistry, Inc.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.ryukyu,nic.ryukyu,"BRegistry, Inc.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.bridgestone,http://nic.bridgestone/,Bridgestone Corporation,nakagawa_08@brights.jp,,,,TRUE,2025-07-17
.firestone,http://nic.firestone/,"Bridgestone Licensing Services, Inc",nakagawa_08@brights.jp,,,,TRUE,2025-07-17
.bms,http://www.bms.com,Bristol-Myers Squibb Company,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.bbc,http://nic.bbc,British Broadcasting Corporation,abuse@bbc.co.uk,,,,TRUE,2025-07-17
.brother,http://nic.brother/,"Brother Industries, Ltd.",nakagawa_15@brights.jp,,,,TRUE,2025-07-17
.cam,https://nic.cam,Cam Connecting SARL,abuse@nic.cam,,,,TRUE,2025-07-17
.analytics,www.nic.analytics,Campus IP LLC,gtldinfo@sas.com,,,,TRUE,2025-07-17
.canon,http://www.gmoregistry.com/en/,Canon Inc.,abuse@gmoregistry.com,,,,TRUE,2025-07-17
.capitalone,https://www.capitalone.com/,Capital One Financial Corporation,,,,Unable to locate,FALSE,2025-07-17
.caravan,http://caravan.com/,"Caravan International, Inc.",,,,Unable to locate,FALSE,2025-07-17
.cbre,http://nic.cbre,"CBRE, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.broadway,www.celebratebraodway.com,"Celebrate Broadway, Inc.",abuse_broadway@valideus.com,,,,TRUE,2025-07-17
.cfa,https://www.cfainstitute.org,CFA Institute,,,,Unable to locate,FALSE,2025-07-17
.chanel,http://nic.chanel,Chanel International B.V.,legaladmin@chanelusa.com,,,,TRUE,2025-07-17
.map,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.ads,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.android,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.app,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.dclk,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.dev,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.docs,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.drive,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.goog,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.guge,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.hangout,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.page,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.play,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.search,www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.phd,http://www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.meet,http://www.registry.google,Charleston Road Registry Inc.,,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.rsvp,www.registry.google,"Charleston Road Registry,",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.cal,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.channel,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.chrome,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.esq,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.fly,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.gbiz,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
.gle,www.registry.google,"Charleston Road Registry, Inc.",,https://services.google.com/fb/forms/google-registry-abuse-report-form/?formtype=phishing,,,TRUE,2025-07-17
